date,store_id,sku_id,category,region,price,promotion,holiday,units_sold,lead_time_days,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,month,week_of_year,weekend
2024-12-24,S02,SKU015,Personal Care,West,370.67,0,0,21,4,30.0,24.0,16.0,22.0,23.0,22.535714285714285,1,12,52,0
2024-12-25,S02,SKU015,Personal Care,West,364.71,0,1,21,4,21.0,27.0,23.0,29.0,22.571428571428573,22.5,2,12,52,0
2024-12-26,S02,SKU015,Personal Care,West,366.84,0,0,28,8,21.0,21.0,27.0,20.0,21.714285714285715,22.214285714285715,3,12,52,0
2024-12-27,S02,SKU015,Personal Care,West,371.25,0,0,25,3,28.0,16.0,15.0,22.0,22.714285714285715,22.5,4,12,52,0
2024-12-28,S02,SKU015,Personal Care,West,361.73,0,0,18,4,25.0,21.0,19.0,26.0,24.0,22.607142857142858,5,12,52,1
2024-12-29,S02,SKU015,Personal Care,West,371.52,0,0,19,7,18.0,22.0,15.0,21.0,23.571428571428573,22.321428571428573,6,12,52,1
2024-12-30,S02,SKU015,Personal Care,West,359.74,0,0,13,3,19.0,30.0,25.0,24.0,23.142857142857142,22.25,0,12,1,0
2024-12-31,S02,SKU015,Personal Care,West,348.17,0,0,23,8,13.0,21.0,24.0,29.0,20.714285714285715,21.857142857142858,1,12,1,0
2025-01-01,S02,SKU015,Personal Care,West,340.03,1,1,36,4,23.0,21.0,27.0,22.0,21.0,21.642857142857142,2,1,1,0
2025-01-02,S02,SKU015,Personal Care,West,367.37,0,0,22,9,36.0,28.0,21.0,21.0,23.142857142857142,22.142857142857142,3,1,1,0
2025-01-03,S02,SKU015,Personal Care,West,328.58,1,0,35,4,22.0,25.0,16.0,25.0,22.285714285714285,22.178571428571427,4,1,1,0
2025-01-04,S02,SKU015,Personal Care,West,365.12,0,0,34,3,35.0,18.0,21.0,21.0,23.714285714285715,22.535714285714285,5,1,1,1
2025-01-05,S02,SKU015,Personal Care,West,372.12,0,0,28,3,34.0,19.0,22.0,24.0,26.0,23.0,6,1,1,1
2025-01-06,S02,SKU015,Personal Care,West,363.83,0,0,27,5,28.0,13.0,30.0,24.0,27.285714285714285,23.142857142857142,0,1,2,0
2025-01-07,S02,SKU015,Personal Care,West,371.06,0,0,17,6,27.0,23.0,21.0,16.0,29.285714285714285,23.25,1,1,2,0
2025-01-08,S02,SKU015,Personal Care,West,377.41,0,0,20,9,17.0,36.0,21.0,23.0,28.428571428571427,23.285714285714285,2,1,2,0
2025-01-09,S02,SKU015,Personal Care,West,353.36,0,0,33,6,20.0,22.0,28.0,27.0,26.142857142857142,23.178571428571427,3,1,2,0
2025-01-10,S02,SKU015,Personal Care,West,358.93,0,0,19,5,33.0,35.0,25.0,15.0,27.714285714285715,23.392857142857142,4,1,2,0
2025-01-11,S02,SKU015,Personal Care,West,356.18,0,0,28,9,19.0,34.0,18.0,19.0,25.428571428571427,23.535714285714285,5,1,2,1
2025-01-12,S02,SKU015,Personal Care,West,374.51,0,0,32,2,28.0,28.0,19.0,15.0,24.571428571428573,23.857142857142858,6,1,2,1
2025-01-13,S02,SKU015,Personal Care,West,361.26,0,0,28,2,32.0,27.0,13.0,25.0,25.142857142857142,24.464285714285715,0,1,3,0
2025-01-14,S02,SKU015,Personal Care,West,366.52,0,0,18,7,28.0,17.0,23.0,24.0,25.285714285714285,24.571428571428573,1,1,3,0
2025-01-15,S02,SKU015,Personal Care,West,335.97,1,0,32,2,18.0,20.0,36.0,27.0,25.428571428571427,24.357142857142858,2,1,3,0
2025-01-16,S02,SKU015,Personal Care,West,360.93,0,0,9,3,32.0,33.0,22.0,21.0,27.142857142857142,24.535714285714285,3,1,3,0
2025-01-17,S02,SKU015,Personal Care,West,369.1,0,0,29,3,9.0,19.0,35.0,16.0,23.714285714285715,24.107142857142858,4,1,3,0
2025-01-18,S02,SKU015,Personal Care,West,358.08,0,0,29,6,29.0,28.0,34.0,21.0,25.142857142857142,24.571428571428573,5,1,3,1
2025-01-19,S02,SKU015,Personal Care,West,355.46,0,0,32,9,29.0,32.0,28.0,22.0,25.285714285714285,24.857142857142858,6,1,3,1
2025-01-20,S02,SKU015,Personal Care,West,346.07,0,0,25,2,32.0,28.0,27.0,30.0,25.285714285714285,25.214285714285715,0,1,4,0
2025-01-21,S02,SKU015,Personal Care,West,374.78,0,0,23,5,25.0,18.0,17.0,21.0,24.857142857142858,25.035714285714285,1,1,4,0
2025-01-22,S02,SKU015,Personal Care,West,364.65,0,0,31,7,23.0,32.0,20.0,21.0,25.571428571428573,25.107142857142858,2,1,4,0
2025-01-23,S02,SKU015,Personal Care,West,333.21,1,0,32,3,31.0,9.0,33.0,28.0,25.428571428571427,25.464285714285715,3,1,4,0
2025-01-24,S02,SKU015,Personal Care,West,362.96,0,0,30,8,32.0,29.0,19.0,25.0,28.714285714285715,25.607142857142858,4,1,4,0
2025-01-25,S02,SKU015,Personal Care,West,360.29,0,0,24,8,30.0,29.0,28.0,18.0,28.857142857142858,25.785714285714285,5,1,4,1
2025-01-26,S02,SKU015,Personal Care,West,360.04,0,0,28,6,24.0,32.0,32.0,19.0,28.142857142857142,26.0,6,1,4,1
2025-01-27,S02,SKU015,Personal Care,West,366.49,0,0,35,8,28.0,25.0,28.0,13.0,27.571428571428573,26.321428571428573,0,1,5,0
2025-01-28,S02,SKU015,Personal Care,West,357.25,0,0,24,9,35.0,23.0,18.0,23.0,29.0,27.107142857142858,1,1,5,0
2025-01-29,S02,SKU015,Personal Care,West,373.07,0,0,21,9,24.0,31.0,32.0,36.0,29.142857142857142,27.142857142857142,2,1,5,0
2025-01-30,S02,SKU015,Personal Care,West,368.35,0,0,24,8,21.0,32.0,9.0,22.0,27.714285714285715,26.607142857142858,3,1,5,0
2025-01-31,S02,SKU015,Personal Care,West,332.97,1,0,29,8,24.0,30.0,29.0,35.0,26.571428571428573,26.678571428571427,4,1,5,0
2025-02-01,S02,SKU015,Personal Care,West,369.98,0,0,32,5,29.0,24.0,29.0,34.0,26.428571428571427,26.464285714285715,5,2,5,1
2025-02-02,S02,SKU015,Personal Care,West,355.37,0,0,31,9,32.0,28.0,32.0,28.0,27.571428571428573,26.392857142857142,6,2,5,1
2025-02-03,S02,SKU015,Personal Care,West,367.52,0,0,35,6,31.0,35.0,25.0,27.0,28.0,26.5,0,2,6,0
2025-02-04,S02,SKU015,Personal Care,West,367.03,0,0,15,9,35.0,24.0,23.0,17.0,28.0,26.785714285714285,1,2,6,0
2025-02-05,S02,SKU015,Personal Care,West,362.51,0,0,26,6,15.0,21.0,31.0,20.0,26.714285714285715,26.714285714285715,2,2,6,0
2025-02-06,S02,SKU015,Personal Care,West,357.6,0,0,29,4,26.0,24.0,32.0,33.0,27.428571428571427,26.928571428571427,3,2,6,0
2025-02-07,S02,SKU015,Personal Care,West,375.23,0,0,20,7,29.0,29.0,30.0,19.0,28.142857142857142,26.785714285714285,4,2,6,0
2025-02-08,S02,SKU015,Personal Care,West,362.27,0,0,23,5,20.0,32.0,24.0,28.0,26.857142857142858,26.821428571428573,5,2,6,1
2025-02-09,S02,SKU015,Personal Care,West,369.2,0,0,31,9,23.0,31.0,28.0,32.0,25.571428571428573,26.642857142857142,6,2,6,1
2025-02-10,S02,SKU015,Personal Care,West,369.12,0,0,29,5,31.0,35.0,35.0,28.0,25.571428571428573,26.607142857142858,0,2,7,0
2025-02-11,S02,SKU015,Personal Care,West,339.54,1,0,30,8,29.0,15.0,24.0,18.0,24.714285714285715,26.642857142857142,1,2,7,0
2025-02-12,S02,SKU015,Personal Care,West,369.95,0,0,27,5,30.0,26.0,21.0,32.0,26.857142857142858,27.071428571428573,2,2,7,0
2025-02-13,S02,SKU015,Personal Care,West,365.73,0,0,25,8,27.0,29.0,24.0,9.0,27.0,26.892857142857142,3,2,7,0
2025-02-14,S02,SKU015,Personal Care,West,328.01,1,0,36,6,25.0,20.0,29.0,29.0,26.428571428571427,27.464285714285715,4,2,7,0
2025-02-15,S02,SKU015,Personal Care,West,369.09,0,0,28,6,36.0,23.0,32.0,29.0,28.714285714285715,27.714285714285715,5,2,7,1
2025-02-16,S02,SKU015,Personal Care,West,369.76,0,0,36,7,28.0,31.0,31.0,32.0,29.428571428571427,27.678571428571427,6,2,7,1
2025-02-17,S02,SKU015,Personal Care,West,366.25,0,0,24,9,36.0,29.0,35.0,25.0,30.142857142857142,27.821428571428573,0,2,8,0
2025-02-18,S02,SKU015,Personal Care,West,334.2,1,0,29,5,24.0,30.0,15.0,23.0,29.428571428571427,27.785714285714285,1,2,8,0
2025-02-19,S02,SKU015,Personal Care,West,360.84,0,0,24,3,29.0,27.0,26.0,31.0,29.285714285714285,28.0,2,2,8,0
2025-02-20,S02,SKU015,Personal Care,West,333.83,1,0,36,7,24.0,25.0,29.0,32.0,28.857142857142858,27.75,3,2,8,0
2025-02-21,S02,SKU015,Personal Care,West,330.19,1,0,34,9,36.0,36.0,20.0,30.0,30.428571428571427,27.892857142857142,4,2,8,0
2025-02-22,S02,SKU015,Personal Care,West,355.4,0,0,22,9,34.0,28.0,23.0,24.0,30.142857142857142,28.035714285714285,5,2,8,1
2025-02-23,S02,SKU015,Personal Care,West,363.94,0,0,37,7,22.0,36.0,31.0,28.0,29.285714285714285,27.964285714285715,6,2,8,1
2025-02-24,S02,SKU015,Personal Care,West,325.89,1,0,32,9,37.0,24.0,29.0,35.0,29.428571428571427,28.285714285714285,0,2,9,0
2025-02-25,S02,SKU015,Personal Care,West,358.99,0,0,31,9,32.0,29.0,30.0,24.0,30.571428571428573,28.178571428571427,1,2,9,0
2025-02-26,S02,SKU015,Personal Care,West,359.66,0,0,22,4,31.0,24.0,27.0,21.0,30.857142857142858,28.428571428571427,2,2,9,0
2025-02-27,S02,SKU015,Personal Care,West,363.31,0,0,26,7,22.0,36.0,25.0,24.0,30.571428571428573,28.464285714285715,3,2,9,0
2025-02-28,S02,SKU015,Personal Care,West,359.98,0,0,23,3,26.0,34.0,36.0,29.0,29.142857142857142,28.535714285714285,4,2,9,0
2025-03-01,S02,SKU015,Personal Care,West,361.32,0,0,26,8,23.0,22.0,28.0,32.0,27.571428571428573,28.321428571428573,5,3,9,1
2025-03-02,S02,SKU015,Personal Care,West,362.46,0,0,27,6,26.0,37.0,36.0,31.0,28.142857142857142,28.107142857142858,6,3,9,1
2025-03-03,S02,SKU015,Personal Care,West,365.96,0,0,32,2,27.0,32.0,24.0,35.0,26.714285714285715,27.964285714285715,0,3,10,0
2025-03-04,S02,SKU015,Personal Care,West,363.36,0,0,33,8,32.0,31.0,29.0,15.0,26.714285714285715,27.857142857142858,1,3,10,0
2025-03-05,S02,SKU015,Personal Care,West,368.48,0,0,27,5,33.0,22.0,24.0,26.0,27.0,28.5,2,3,10,0
2025-03-06,S02,SKU015,Personal Care,West,366.33,0,0,29,2,27.0,26.0,36.0,29.0,27.714285714285715,28.535714285714285,3,3,10,0
2025-03-07,S02,SKU015,Personal Care,West,329.52,1,0,42,6,29.0,23.0,34.0,20.0,28.142857142857142,28.535714285714285,4,3,10,0
2025-03-08,S02,SKU015,Personal Care,West,363.9,0,0,33,6,42.0,26.0,22.0,23.0,30.857142857142858,29.321428571428573,5,3,10,1
2025-03-09,S02,SKU015,Personal Care,West,349.28,1,0,32,6,33.0,27.0,37.0,31.0,31.857142857142858,29.678571428571427,6,3,10,1
2025-03-10,S02,SKU015,Personal Care,West,360.79,0,0,36,9,32.0,32.0,32.0,29.0,32.57142857142857,29.714285714285715,0,3,11,0
2025-03-11,S02,SKU015,Personal Care,West,371.39,0,0,25,2,36.0,33.0,31.0,30.0,33.142857142857146,29.964285714285715,1,3,11,0
2025-03-12,S02,SKU015,Personal Care,West,362.85,0,0,32,2,25.0,27.0,22.0,27.0,32.0,29.785714285714285,2,3,11,0
2025-03-13,S02,SKU015,Personal Care,West,364.59,0,0,15,5,32.0,29.0,26.0,25.0,32.714285714285715,29.964285714285715,3,3,11,0
2025-03-14,S02,SKU015,Personal Care,West,364.3,0,0,32,4,15.0,42.0,23.0,36.0,30.714285714285715,29.607142857142858,4,3,11,0
2025-03-15,S02,SKU015,Personal Care,West,357.59,0,0,38,3,32.0,33.0,26.0,28.0,29.285714285714285,29.464285714285715,5,3,11,1
2025-03-16,S02,SKU015,Personal Care,West,362.45,0,0,26,5,38.0,32.0,27.0,36.0,30.0,29.821428571428573,6,3,11,1
2025-03-17,S02,SKU015,Personal Care,West,364.17,0,0,33,5,26.0,36.0,32.0,24.0,29.142857142857142,29.464285714285715,0,3,12,0
2025-03-18,S02,SKU015,Personal Care,West,361.21,0,0,30,5,33.0,25.0,33.0,29.0,28.714285714285715,29.785714285714285,1,3,12,0
2025-03-19,S02,SKU015,Personal Care,West,353.7,0,0,39,4,30.0,32.0,27.0,24.0,29.428571428571427,29.821428571428573,2,3,12,0
2025-03-20,S02,SKU015,Personal Care,West,360.87,0,0,26,2,39.0,15.0,29.0,36.0,30.428571428571427,30.357142857142858,3,3,12,0
2025-03-21,S02,SKU015,Personal Care,West,361.28,0,0,27,4,26.0,32.0,42.0,34.0,32.0,30.0,4,3,12,0
2025-03-22,S02,SKU015,Personal Care,West,377.3,0,0,21,3,27.0,38.0,33.0,22.0,31.285714285714285,29.75,5,3,12,1
2025-03-23,S02,SKU015,Personal Care,West,333.33,1,0,41,2,21.0,26.0,32.0,37.0,28.857142857142858,29.714285714285715,6,3,12,1
2025-03-24,S02,SKU015,Personal Care,West,362.41,0,0,27,4,41.0,33.0,36.0,32.0,31.0,29.857142857142858,0,3,13,0
2025-03-25,S02,SKU015,Personal Care,West,360.36,0,0,30,5,27.0,30.0,25.0,31.0,30.142857142857142,29.678571428571427,1,3,13,0
2025-03-26,S02,SKU015,Personal Care,West,362.5,0,0,23,8,30.0,39.0,32.0,22.0,30.142857142857142,29.642857142857142,2,3,13,0
2025-03-27,S02,SKU015,Personal Care,West,358.27,0,0,23,4,23.0,26.0,15.0,26.0,27.857142857142858,29.678571428571427,3,3,13,0
2025-03-28,S02,SKU015,Personal Care,West,359.3,0,0,25,5,23.0,27.0,32.0,23.0,27.428571428571427,29.571428571428573,4,3,13,0
2025-03-29,S02,SKU015,Personal Care,West,364.25,0,0,32,7,25.0,21.0,38.0,26.0,27.142857142857142,29.642857142857142,5,3,13,1
2025-03-30,S02,SKU015,Personal Care,West,365.46,0,0,31,9,32.0,41.0,26.0,27.0,28.714285714285715,29.857142857142858,6,3,13,1
2025-03-31,S02,SKU015,Personal Care,West,365.31,0,0,22,4,31.0,27.0,33.0,32.0,27.285714285714285,30.0,0,3,14,0
2025-04-01,S02,SKU015,Personal Care,West,360.38,0,0,25,5,22.0,30.0,30.0,33.0,26.571428571428573,29.642857142857142,1,4,14,0
2025-04-02,S02,SKU015,Personal Care,West,360.81,0,0,28,6,25.0,23.0,39.0,27.0,25.857142857142858,29.357142857142858,2,4,14,0
2025-04-03,S02,SKU015,Personal Care,West,363.33,0,0,23,8,28.0,23.0,26.0,29.0,26.571428571428573,29.392857142857142,3,4,14,0
2025-04-04,S02,SKU015,Personal Care,West,356.44,0,0,31,8,23.0,25.0,27.0,42.0,26.571428571428573,29.178571428571427,4,4,14,0
2025-04-05,S02,SKU015,Personal Care,West,370.25,0,0,31,6,31.0,32.0,21.0,33.0,27.428571428571427,28.785714285714285,5,4,14,1
2025-04-06,S02,SKU015,Personal Care,West,340.59,1,0,43,7,31.0,31.0,41.0,32.0,27.285714285714285,28.714285714285715,6,4,14,1
2025-04-07,S02,SKU015,Personal Care,West,368.33,0,0,21,6,43.0,22.0,27.0,36.0,29.0,29.107142857142858,0,4,15,0
2025-04-08,S02,SKU015,Personal Care,West,371.06,0,0,27,6,21.0,25.0,30.0,25.0,28.857142857142858,28.571428571428573,1,4,15,0
2025-04-09,S02,SKU015,Personal Care,West,338.24,1,0,34,6,27.0,28.0,23.0,32.0,29.142857142857142,28.642857142857142,2,4,15,0
2025-04-10,S02,SKU015,Personal Care,West,359.03,0,0,33,9,34.0,23.0,23.0,15.0,30.0,28.714285714285715,3,4,15,0
2025-04-11,S02,SKU015,Personal Care,West,359.39,0,0,31,2,33.0,31.0,25.0,32.0,31.428571428571427,29.357142857142858,4,4,15,0
2025-04-12,S02,SKU015,Personal Care,West,363.62,0,0,18,7,31.0,31.0,32.0,38.0,31.428571428571427,29.321428571428573,5,4,15,1
2025-04-13,S02,SKU015,Personal Care,West,331.88,1,0,39,3,18.0,43.0,31.0,26.0,29.571428571428573,28.607142857142858,6,4,15,1
2025-04-14,S02,SKU015,Personal Care,West,362.39,0,0,31,9,39.0,21.0,22.0,33.0,29.0,29.071428571428573,0,4,16,0
2025-04-15,S02,SKU015,Personal Care,West,358.68,0,0,27,9,31.0,27.0,25.0,30.0,30.428571428571427,29.0,1,4,16,0
2025-04-16,S02,SKU015,Personal Care,West,367.11,0,0,21,5,27.0,34.0,28.0,39.0,30.428571428571427,28.892857142857142,2,4,16,0
2025-04-17,S02,SKU015,Personal Care,West,368.36,0,0,19,9,21.0,33.0,23.0,26.0,28.571428571428573,28.25,3,4,16,0
2025-04-18,S02,SKU015,Personal Care,West,367.5,0,0,33,3,19.0,31.0,31.0,27.0,26.571428571428573,28.0,4,4,16,0
2025-04-19,S02,SKU015,Personal Care,West,370.16,0,0,21,3,33.0,18.0,31.0,21.0,26.857142857142858,28.214285714285715,5,4,16,1
2025-04-20,S02,SKU015,Personal Care,West,371.03,0,0,30,5,21.0,39.0,43.0,41.0,27.285714285714285,28.214285714285715,6,4,16,1
2025-04-21,S02,SKU015,Personal Care,West,368.6,0,0,27,8,30.0,31.0,21.0,27.0,26.0,27.821428571428573,0,4,17,0
2025-04-22,S02,SKU015,Personal Care,West,363.89,0,0,23,9,27.0,27.0,27.0,30.0,25.428571428571427,27.821428571428573,1,4,17,0
2025-04-23,S02,SKU015,Personal Care,West,372.65,0,0,36,4,23.0,21.0,34.0,23.0,24.857142857142858,27.571428571428573,2,4,17,0
2025-04-24,S02,SKU015,Personal Care,West,363.58,0,0,26,2,36.0,19.0,33.0,23.0,27.0,28.035714285714285,3,4,17,0
2025-04-25,S02,SKU015,Personal Care,West,360.53,0,0,26,7,26.0,33.0,31.0,25.0,28.0,28.142857142857142,4,4,17,0
2025-04-26,S02,SKU015,Personal Care,West,366.69,0,0,29,8,26.0,21.0,18.0,32.0,27.0,28.178571428571427,5,4,17,1
2025-04-27,S02,SKU015,Personal Care,West,365.23,0,0,34,4,29.0,30.0,39.0,31.0,28.142857142857142,28.071428571428573,6,4,17,1
2025-04-28,S02,SKU015,Personal Care,West,354.75,0,0,23,5,34.0,27.0,31.0,22.0,28.714285714285715,28.178571428571427,0,4,18,0
2025-04-29,S02,SKU015,Personal Care,West,366.99,0,0,29,8,23.0,23.0,27.0,25.0,28.142857142857142,28.214285714285715,1,4,18,0
2025-04-30,S02,SKU015,Personal Care,West,365.19,0,0,36,4,29.0,36.0,21.0,28.0,29.0,28.357142857142858,2,4,18,0
2025-05-01,S02,SKU015,Personal Care,West,354.44,0,0,30,6,36.0,26.0,19.0,23.0,29.0,28.642857142857142,3,5,18,0
2025-05-02,S02,SKU015,Personal Care,West,362.82,0,0,26,3,30.0,26.0,33.0,31.0,29.571428571428573,28.892857142857142,4,5,18,0
2025-05-03,S02,SKU015,Personal Care,West,365.38,0,0,32,8,26.0,29.0,21.0,31.0,29.571428571428573,28.714285714285715,5,5,18,1
2025-05-04,S02,SKU015,Personal Care,West,361.67,0,0,28,9,32.0,34.0,30.0,43.0,30.0,28.75,6,5,18,1
2025-05-05,S02,SKU015,Personal Care,West,360.16,0,0,20,2,28.0,23.0,27.0,21.0,29.142857142857142,28.214285714285715,0,5,19,0
2025-05-06,S02,SKU015,Personal Care,West,366.92,0,0,28,8,20.0,29.0,23.0,27.0,28.714285714285715,28.178571428571427,1,5,19,0
2025-05-07,S02,SKU015,Personal Care,West,362.09,0,0,20,5,28.0,36.0,36.0,34.0,28.571428571428573,28.214285714285715,2,5,19,0
2025-05-08,S02,SKU015,Personal Care,West,363.85,0,0,22,3,20.0,30.0,26.0,33.0,26.285714285714285,27.714285714285715,3,5,19,0
2025-05-09,S02,SKU015,Personal Care,West,368.29,0,0,21,9,22.0,26.0,26.0,31.0,25.142857142857142,27.321428571428573,4,5,19,0
2025-05-10,S02,SKU015,Personal Care,West,360.17,0,0,33,7,21.0,32.0,29.0,18.0,24.428571428571427,26.964285714285715,5,5,19,1
2025-05-11,S02,SKU015,Personal Care,West,358.87,0,0,30,9,33.0,28.0,34.0,39.0,24.571428571428573,27.5,6,5,19,1
2025-05-12,S02,SKU015,Personal Care,West,329.98,1,0,41,6,30.0,20.0,23.0,31.0,24.857142857142858,27.178571428571427,0,5,20,0
2025-05-13,S02,SKU015,Personal Care,West,372.44,0,0,18,9,41.0,28.0,29.0,27.0,27.857142857142858,27.535714285714285,1,5,20,0
2025-05-14,S02,SKU015,Personal Care,West,362.95,0,0,19,2,18.0,20.0,36.0,21.0,26.428571428571427,27.214285714285715,2,5,20,0
2025-05-15,S02,SKU015,Personal Care,West,354.46,0,0,25,3,19.0,22.0,30.0,19.0,26.285714285714285,27.142857142857142,3,5,20,0
2025-05-16,S02,SKU015,Personal Care,West,363.48,0,0,34,4,25.0,21.0,26.0,33.0,26.714285714285715,27.357142857142858,4,5,20,0
2025-05-17,S02,SKU015,Personal Care,West,373.94,0,0,27,8,34.0,33.0,32.0,21.0,28.571428571428573,27.392857142857142,5,5,20,1
2025-05-18,S02,SKU015,Personal Care,West,366.45,0,0,25,6,27.0,30.0,28.0,30.0,27.714285714285715,27.607142857142858,6,5,20,1
2025-05-19,S02,SKU015,Personal Care,West,366.29,0,0,27,4,25.0,41.0,20.0,27.0,27.0,27.428571428571427,0,5,21,0
2025-05-20,S02,SKU015,Personal Care,West,366.25,0,0,29,7,27.0,18.0,28.0,23.0,25.0,27.428571428571427,1,5,21,0
2025-05-21,S02,SKU015,Personal Care,West,364.16,0,0,30,4,29.0,19.0,20.0,36.0,26.571428571428573,27.642857142857142,2,5,21,0
2025-05-22,S02,SKU015,Personal Care,West,364.61,0,0,23,3,30.0,25.0,22.0,26.0,28.142857142857142,27.428571428571427,3,5,21,0
2025-05-23,S02,SKU015,Personal Care,West,360.48,0,0,20,5,23.0,34.0,21.0,26.0,27.857142857142858,27.321428571428573,4,5,21,0
2025-05-24,S02,SKU015,Personal Care,West,377.52,0,0,22,3,20.0,27.0,33.0,29.0,25.857142857142858,27.107142857142858,5,5,21,1
2025-05-25,S02,SKU015,Personal Care,West,354.3,0,0,30,9,22.0,25.0,30.0,34.0,25.142857142857142,26.857142857142858,6,5,21,1
2025-05-26,S02,SKU015,Personal Care,West,361.02,0,0,22,6,30.0,27.0,41.0,23.0,25.857142857142858,26.714285714285715,0,5,22,0
2025-05-27,S02,SKU015,Personal Care,West,366.15,0,0,30,6,22.0,29.0,18.0,29.0,25.142857142857142,26.678571428571427,1,5,22,0
2025-05-28,S02,SKU015,Personal Care,West,358.49,0,0,19,6,30.0,30.0,19.0,36.0,25.285714285714285,26.714285714285715,2,5,22,0
2025-05-29,S02,SKU015,Personal Care,West,361.36,0,0,24,6,19.0,23.0,25.0,30.0,23.714285714285715,26.107142857142858,3,5,22,0
2025-05-30,S02,SKU015,Personal Care,West,369.0,0,0,27,2,24.0,20.0,34.0,26.0,23.857142857142858,25.892857142857142,4,5,22,0
2025-05-31,S02,SKU015,Personal Care,West,361.53,0,0,26,5,27.0,22.0,27.0,32.0,24.857142857142858,25.928571428571427,5,5,22,1
2025-06-01,S02,SKU015,Personal Care,West,354.89,0,0,27,5,26.0,30.0,25.0,28.0,25.428571428571427,25.714285714285715,6,6,22,1
2025-06-02,S02,SKU015,Personal Care,West,364.99,0,0,23,4,27.0,22.0,27.0,20.0,25.0,25.678571428571427,0,6,23,0
2025-06-03,S02,SKU015,Personal Care,West,367.93,0,0,32,2,23.0,30.0,29.0,28.0,25.142857142857142,25.785714285714285,1,6,23,0
2025-06-04,S02,SKU015,Personal Care,West,366.41,0,0,23,8,32.0,19.0,30.0,20.0,25.428571428571427,25.928571428571427,2,6,23,0
2025-06-05,S02,SKU015,Personal Care,West,373.17,0,0,33,3,23.0,24.0,23.0,22.0,26.0,26.035714285714285,3,6,23,0
2025-06-06,S02,SKU015,Personal Care,West,368.63,0,0,28,3,33.0,27.0,20.0,21.0,27.285714285714285,26.428571428571427,4,6,23,0
2025-06-07,S02,SKU015,Personal Care,West,360.38,0,0,20,4,28.0,26.0,22.0,33.0,27.428571428571427,26.678571428571427,5,6,23,1
2025-06-08,S02,SKU015,Personal Care,West,358.61,0,0,23,5,20.0,27.0,30.0,30.0,26.571428571428573,26.214285714285715,6,6,23,1
2025-06-09,S02,SKU015,Personal Care,West,364.24,0,0,21,5,23.0,23.0,22.0,41.0,26.0,25.964285714285715,0,6,24,0
2025-06-10,S02,SKU015,Personal Care,West,363.64,0,0,24,8,21.0,32.0,30.0,18.0,25.714285714285715,25.25,1,6,24,0
2025-06-11,S02,SKU015,Personal Care,West,355.62,0,0,20,4,24.0,23.0,19.0,19.0,24.571428571428573,25.464285714285715,2,6,24,0
2025-06-12,S02,SKU015,Personal Care,West,358.21,0,0,25,6,20.0,33.0,24.0,25.0,24.142857142857142,25.5,3,6,24,0
2025-06-13,S02,SKU015,Personal Care,West,372.92,0,0,28,9,25.0,28.0,27.0,34.0,23.0,25.5,4,6,24,0
2025-06-14,S02,SKU015,Personal Care,West,359.36,0,0,25,2,28.0,20.0,26.0,27.0,23.0,25.285714285714285,5,6,24,1
2025-06-15,S02,SKU015,Personal Care,West,364.28,0,0,28,9,25.0,23.0,27.0,25.0,23.714285714285715,25.214285714285715,6,6,24,1
2025-06-16,S02,SKU015,Personal Care,West,361.26,0,0,25,3,28.0,21.0,23.0,27.0,24.428571428571427,25.321428571428573,0,6,25,0
2025-06-17,S02,SKU015,Personal Care,West,363.21,0,0,27,3,25.0,24.0,32.0,29.0,25.0,25.25,1,6,25,0
2025-06-18,S02,SKU015,Personal Care,West,342.44,1,0,29,7,27.0,20.0,23.0,30.0,25.428571428571427,25.178571428571427,2,6,25,0
2025-06-19,S02,SKU015,Personal Care,West,358.05,0,0,25,5,29.0,25.0,33.0,23.0,26.714285714285715,25.142857142857142,3,6,25,0
2025-06-20,S02,SKU015,Personal Care,West,367.17,0,0,34,5,25.0,28.0,28.0,20.0,26.714285714285715,25.214285714285715,4,6,25,0
2025-06-21,S02,SKU015,Personal Care,West,369.91,0,0,19,7,34.0,25.0,20.0,22.0,27.571428571428573,25.714285714285715,5,6,25,1
2025-06-22,S02,SKU015,Personal Care,West,348.2,1,0,37,8,19.0,28.0,23.0,30.0,26.714285714285715,25.607142857142858,6,6,25,1
2025-06-23,S02,SKU015,Personal Care,West,366.08,0,0,24,3,37.0,25.0,21.0,22.0,28.0,25.857142857142858,0,6,26,0
2025-06-24,S02,SKU015,Personal Care,West,363.7,0,0,16,2,24.0,27.0,24.0,30.0,27.857142857142858,25.928571428571427,1,6,26,0
2025-06-25,S02,SKU015,Personal Care,West,370.01,0,0,28,7,16.0,29.0,20.0,19.0,26.285714285714285,25.428571428571427,2,6,26,0
2025-06-26,S02,SKU015,Personal Care,West,366.49,0,0,26,2,28.0,25.0,25.0,24.0,26.142857142857142,25.75,3,6,26,0
2025-06-27,S02,SKU015,Personal Care,West,369.1,0,0,29,7,26.0,34.0,28.0,27.0,26.285714285714285,25.821428571428573,4,6,26,0
2025-06-28,S02,SKU015,Personal Care,West,356.3,0,0,15,3,29.0,19.0,25.0,26.0,25.571428571428573,25.892857142857142,5,6,26,1
2025-06-29,S02,SKU015,Personal Care,West,364.16,0,0,20,2,15.0,37.0,28.0,27.0,25.0,25.5,6,6,26,1
